rating,number_of_reviews,bought_in_last_month,is_sponsored,buy_box_availability,is_best_seller_flag,has_badge,has_coupon,coupon_percent,coupon_value,final_price,discount_percentage,PC1,PC2,rating_category,price_category
4.8,5990.0,10.0,0,1,0,0,0,0.0,0.0,119.99,32.20520933386067,-0.19908665593602878,1.069011922531038,High,Cheap
4.7,45015.0,10.0,0,0,0,0,0,0.0,0.0,67.89,0.0,-0.7111757123113702,0.24880865439110783,High,Cheap
4.5,237579.0,20.0,0,1,1,1,0,0.0,0.0,26.99,0.0,-0.028106451718748985,12.03963209969724,Medium,Cheap
4.6,18869.0,10.0,0,0,0,0,0,0.0,0.0,96.89,0.0,-0.6895227028021786,-0.44848345235959886,High,Cheap
4.6,33246.0,10.0,0,1,0,0,0,0.0,0.0,25.98,7.181136120042867,-0.1921346844695802,0.9018872802235816,High,Cheap
4.7,47221.0,30.0,0,0,0,0,0,0.0,0.0,81.0,0.0,-0.7322695814567868,0.3255398254345167,High,Cheap
4.1,16761.0,10.0,0,0,1,1,0,0.0,0.0,82.0,15.45520156717187,-0.3670474343902519,6.2860959401326335,Medium,Cheap
4.4,71952.0,10.0,0,1,0,0,0,0.0,0.0,28.33,29.15728932233059,-0.19373434259838793,2.278859713540163,Medium,Cheap
4.6,4543.0,10.0,0,1,0,0,0,0.0,0.0,97.99,0.0,-0.1806712568979195,-0.020588388677247358,High,Cheap
4.7,2665.0,10.0,0,0,0,0,0,0.0,0.0,18.9,0.0,-0.6860705194932448,-0.6901548912860624,High,Cheap
4.8,815.0,4.0,0,0,0,0,0,0.0,0.0,919.08,0.0,-0.7328202852413181,-1.3497147982484532,High,Cheap
4.4,1408.0,500.0,1,1,0,0,1,10.0,0.0,99.99,0.0,4.70209540889707,0.5827864513444908,Medium,Cheap
4.7,7235.0,500.0,1,1,0,0,0,0.0,0.0,69.95,0.0,0.4903161853020073,1.3172540501379095,High,Cheap
4.0,1710.0,50.0,1,1,0,0,0,0.0,0.0,29.99,40.00800160032007,0.9942497973985074,1.0562498017403643,Medium,Cheap
4.6,34391.0,10.0,0,0,1,1,0,0.0,0.0,24.83,0.0,-0.4198310923977853,6.655110825018339,High,Cheap
4.6,1184.0,10.0,0,1,0,0,0,0.0,0.0,93.89,0.0,-0.1786694504800934,-0.09490079572467813,High,Cheap
4.6,2039.0,6.0,0,0,0,0,0,0.0,0.0,549.15,0.0,-0.6989820258708503,-1.1846581779266723,High,Cheap
4.5,35746.0,10.0,0,0,1,1,0,0.0,0.0,89.0,0.0,-0.4146464911326373,6.565024848519134,Medium,Cheap
4.7,36633.0,30.0,0,1,0,0,0,0.0,0.0,10.35,12.80539174389216,-0.22124090973081015,1.2623143764634022,High,Cheap
4.9,28281.0,20.0,0,1,0,0,0,0.0,0.0,24.99,42.27304227304228,-0.22454750753332783,2.034961538001332,High,Cheap
4.6,25104.0,10.0,0,0,1,1,0,0.0,0.0,54.0,16.910293891367896,-0.41545456777609197,6.905868446788582,High,Cheap
4.1,8639.0,9.0,0,1,0,0,0,0.0,0.0,119.95,25.00781494216942,-0.13634903264936896,0.4108066090786345,Medium,Cheap
4.7,59612.0,20.0,0,1,0,0,0,0.0,0.0,39.99,12.666521074470403,-0.225388367809813,1.747596084690401,High,Cheap
4.5,110456.0,10.0,0,0,0,0,0,0.0,0.0,20.79,0.0,-0.7257495732703176,1.6465733374693137,Medium,Cheap
4.7,35827.0,10.0,0,1,1,1,0,0.0,0.0,79.99,27.275206836985184,0.07018687120480314,8.263483024081744,High,Cheap
4.8,23494.0,40.0,0,1,0,0,0,0.0,0.0,4.47,50.278086763070085,-0.23075801523541364,2.1334447866814927,High,Cheap
4.5,171.0,0.0,1,1,0,0,0,0.0,0.0,134.39,0.0,0.9906983163474918,0.0654082348971666,Medium,Cheap
4.7,63.0,0.0,1,1,0,0,0,0.0,0.0,49.99,37.504688086010745,0.9786326379269208,1.351991979346685,High,Cheap
4.2,154.0,200.0,1,1,0,0,0,0.0,0.0,23.99,27.280994240679,0.8321023421055561,1.0727596108957225,Medium,Cheap
4.4,12343.0,8.0,0,0,0,0,0,0.0,0.0,184.99,0.0,-0.6702927156104984,-0.8147131788282012,Medium,Cheap
4.5,89633.0,10.0,0,0,0,0,0,0.0,0.0,43.09,0.0,-0.7156958019355036,1.1499010873959337,Medium,Cheap
4.3,37051.0,20.0,0,1,0,0,0,0.0,0.0,23.74,0.0,-0.17681669598118493,0.5837356048039835,Medium,Cheap
4.6,7425.0,10.0,0,0,0,1,0,0.0,0.0,67.2,0.0,-0.5297327492621503,1.3500300300730195,High,Cheap
